cve_entidad,entidad,cve_plantel,plantel,genero,nombre_empresa,carrera,sueldo_mensual_expresado_mnx,periodo
19,Nuevo León,3190370,José A Padilla Segura I,M,Central de servicios de carga de N.L. S.A. de C.V.,Electromecánica Industrial,"$6,001 - 8,000",Diciembre 2024 (Mensual)
19,Nuevo León,3190370,José A Padilla Segura I,F,Etiquetas Adhesivas el Äguila,Artes Gráficas,"$4,001 - 6,000",Diciembre 2024 (Mensual)
19,Nuevo León,3190370,José A Padilla Segura I,M,RNR Refrigeración y Accesorios,Artes Gráficas,"$4,001 - 6,000",Diciembre 2024 (Mensual)
19,Nuevo León,3190370,José A Padilla Segura I,F,Officemax San Agustín,Artes Gráficas,"$6,001 - 8,000",Diciembre 2024 (Mensual)
19,Nuevo León,3190370,José A Padilla Segura I,F,Digraphsa,Artes Gráficas,"$4,001 - 6,000",Diciembre 2024 (Mensual)
19,Nuevo León,3190370,José A Padilla Segura I,F,Consorcio Gráfico,Artes Gráficas,"$4,001 - 6,000",Diciembre 2024 (Mensual)
19,Nuevo León,3190370,José A Padilla Segura I,M,31 Imprenta,Artes Gráficas,"$4,001 - 6,000",Diciembre 2024 (Mensual)
19,Nuevo León,3190370,José A Padilla Segura I,F,Amarillo Impresión Digital,Artes Gráficas,"$4,001 - 6,000",Diciembre 2024 (Mensual)
19,Nuevo León,3190370,José A Padilla Segura I,F,Anlima Detalles,Artes Gráficas,"$6,001 - 8,000",Diciembre 2024 (Mensual)
19,Nuevo León,3190370,José A Padilla Segura I,F,Creapib,Artes Gráficas,"$4,001 - 6,000",Diciembre 2024 (Mensual)
19,Nuevo León,3190370,José A Padilla Segura I,M,Refaccionaria Martínez,Artes Gráficas,"$6,001 - 8,000",Diciembre 2024 (Mensual)
19,Nuevo León,3190370,José A Padilla Segura I,M,Servi Climas y Calefacciones Monterrey,Refrigeración y Climatización,"$6,001 - 8,000",Diciembre 2024 (Mensual)
19,Nuevo León,3193140,José María Parás y Ballesteros,F,REFACCIONARIA ROJAS,Contabilidad,"$8,001 - 10,000",Mayo 2024 (mensual)
19,Nuevo León,3193140,José María Parás y Ballesteros,F,REFACCIONARIA ROJAS,Contabilidad,"$8,001 - 10,000",Mayo 2024 (mensual)
19,Nuevo León,3193140,José María Parás y Ballesteros,M,GRUPO CLA,Motores a Diésel,"$8,001 - 10,000",junio 2024 (mensual)
19,Nuevo León,3193140,José María Parás y Ballesteros,M,JUGUERA ALLENDE,Motores a Diésel,"$8,001 - 10,000",junio 2024 (mensual)
19,Nuevo León,3193140,José María Parás y Ballesteros,M,TRANSPORTES ACG,Autotransporte,"$10,001 - 15,000",Marzo 2024 (Mensual)
19,Nuevo León,3193140,José María Parás y Ballesteros,F,FLETERA NACIONAL,Autotransporte,"$8,001 - 10,000",Julio 2024 (mensual)
19,Nuevo León,3193140,José María Parás y Ballesteros,F,PRODUCTORES GALA,Contabilidad,"$8,001 - 10,000",Agosto 2024 (mensual)
19,Nuevo León,3193140,José María Parás y Ballesteros,F,SMART WAY,Contabilidad,"$8,001 - 10,000",Agosto 2024 (mensual)
19,Nuevo León,3193140,José María Parás y Ballesteros,M,TRANSPORTADORA DE GRANOS,Contabilidad,"$8,001 - 10,000",Agosto 2024 (mensual)
19,Nuevo León,3193140,José María Parás y Ballesteros,F,TRANSPORTADORA DE GRANOS,Contabilidad,"$8,001 - 10,000",Agosto 2024 (mensual)
19,Nuevo León,3193140,José María Parás y Ballesteros,F,TRANSPORTADORA DE GRANOS,Contabilidad,"$8,001 - 10,000",Agosto 2024 (mensual)
19,Nuevo León,3193140,José María Parás y Ballesteros,F,FLEXTEC,Autotransporte,"$8,001 - 10,000",Agosto 2024 (mensual)
19,Nuevo León,3193140,José María Parás y Ballesteros,M,IRON LITE TRAILERS,Autotransporte,"$8,001 - 10,000",Agosto 2024 (mensual)
19,Nuevo León,3193140,José María Parás y Ballesteros,M,TRANSPORTADORA DE GRANOS,Autotransporte,"$8,001 - 10,000",Agosto 2024 (mensual)
19,Nuevo León,3193140,José María Parás y Ballesteros,F,TRANSPORTES ESPECIALIZADOS DEL GOLFO,Contabilidad,"$8,001 - 10,000",Agosto 2024 (mensual)
19,Nuevo León,3193140,José María Parás y Ballesteros,F,JUNAED,Autotransporte,"$8,001 - 10,000",Agosto 2024 (mensual)
19,Nuevo León,3193140,José María Parás y Ballesteros,M,TRANSPORTES ESPECIALIZADOS DEL GOLFO,Autotransporte,"$10,001 - 15,000",Agosto 2024 (mensual)
19,Nuevo León,3193140,José María Parás y Ballesteros,M,TRANSPORTES ESPECIALIZADOS DEL GOLFO,Autotransporte,"$10,001 - 15,000",Septiembre 2024 (mensual)
19,Nuevo León,3193140,José María Parás y Ballesteros,F,POSTRERIA 77,Contabilidad,"$8,001 - 10,000",Septiembre 2024 (mensual)
19,Nuevo León,3193140,José María Parás y Ballesteros,M,SMART WAY,Contabilidad,"$10,001 - 15,000",Septiembre 2024 (mensual)
19,Nuevo León,3193140,José María Parás y Ballesteros,F,SMART WAY,Motores a Diésel,"$10,001 - 15,000",Septiembre 2024 (mensual)
19,Nuevo León,3193140,José María Parás y Ballesteros,M,TRACTO REFACCIONES ALLENDE,Motores a Diésel,"$10,001 - 15,000",Septiembre 2024 (mensual)
19,Nuevo León,3193140,José María Parás y Ballesteros,M,TRACTO REFACCIONES ALLENDE,Motores a Diésel,"$10,001 - 15,000",Septiembre 2024 (mensual)
19,Nuevo León,3193140,José María Parás y Ballesteros,M,TRACTO REFACCIONES ALLENDE,Contabilidad,"$10,001 - 15,000",Septiembre 2024 (mensual)
19,Nuevo León,3193140,José María Parás y Ballesteros,M,CRUZ ROJA ALLENDE,Contabilidad,"$10,001 - 15,000",Septiembre 2024 (mensual)
19,Nuevo León,3193140,José María Parás y Ballesteros,M,KENWORTH,Motores a Diésel,"$10,001 - 15,000",Septiembre 2024 (mensual)
19,Nuevo León,3193140,José María Parás y Ballesteros,M,CAYCA,Motores a Diésel,"$10,001 - 15,000",Septiembre 2024 (mensual)
19,Nuevo León,3193140,José María Parás y Ballesteros,M,TRACTO REFACCIONES ALLENDE,Motores a Diésel,"$10,001 - 15,000",Septiembre 2024 (mensual)
19,Nuevo León,3193140,José María Parás y Ballesteros,M,AUTOTRANSPORTES BOTELLO GONZALEZ,Motores a Diésel,"$10,001 - 15,000",Septiembre 2024 (mensual)
19,Nuevo León,3193140,José María Parás y Ballesteros,M,COMERCIALIZADORA QUINTANILLA,Contabilidad,"$10,001 - 15,000",Septiembre 2024 (mensual)
19,Nuevo León,3193140,José María Parás y Ballesteros,M,FORRAJERA REKAM,Contabilidad,"$10,001 - 15,000",Septiembre 2024 (mensual)
19,Nuevo León,3193140,José María Parás y Ballesteros,F,CAYCA,Contabilidad,"$8,001 - 10,000",Septiembre 2024 (mensual)
19,Nuevo León,3193140,José María Parás y Ballesteros,M,CARROCERIAS ALLENDE,Motores a Diésel,"$10,001 - 15,000",Septiembre 2024 (mensual)
19,Nuevo León,3193140,José María Parás y Ballesteros,M,TRANSPORTES DELTA,Motores a Diésel,"$8,001 - 10,000",Septiembre 2024 (mensual)
19,Nuevo León,3193140,José María Parás y Ballesteros,M,TRANSPORTES DELTA,Motores a Diésel,"$8,001 - 10,000",Septiembre 2024 (mensual)
19,Nuevo León,3193140,José María Parás y Ballesteros,M,TALLER  HUGO DIESEL,Motores a Diésel,"$10,001 - 15,000",Octubre 2024 (Mensual)
19,Nuevo León,3193140,José María Parás y Ballesteros,F,TRANSPORTES ESPECIALIZADOS DEL GOLFO,Autotransporte,"$8,001 - 10,000",Octubre 2024 (Mensual)
19,Nuevo León,3193140,José María Parás y Ballesteros,M,COMERCIALIZADORA HELDER,Motores a Diésel,"$10,001 - 15,000",Octubre 2024 (Mensual)
19,Nuevo León,3193140,José María Parás y Ballesteros,M,RELSA,Motores a Diésel,"$10,001 - 15,000",Octubre 2024 (Mensual)
19,Nuevo León,3193140,José María Parás y Ballesteros,M,TALLER MECANICO AGUILAR,Motores a Diésel,"$10,001 - 15,000",Octubre 2024 (Mensual)
19,Nuevo León,3193140,José María Parás y Ballesteros,M,CARROCERIAS ALLENDE,Motores a Diésel,"$10,001 - 15,000",Octubre 2024 (Mensual)
19,Nuevo León,3193140,José María Parás y Ballesteros,M,CONSTRUCCIONES QUINTANILLA,Motores a Diésel,"$10,001 - 15,000",Octubre 2024 (Mensual)
19,Nuevo León,3193140,José María Parás y Ballesteros,M,HORTICOLAS GALA,Autotransporte,"$10,001 - 15,000",Octubre 2024 (Mensual)
19,Nuevo León,3193140,José María Parás y Ballesteros,M,FERRETERIA CUELLAR,Contabilidad,"$10,001 - 15,000",Octubre 2024 (Mensual)
19,Nuevo León,3193140,José María Parás y Ballesteros,M,RESTAURANT EL CAPRI,Autotransporte,"$10,001 - 15,000",Octubre 2024 (Mensual)
19,Nuevo León,3193140,José María Parás y Ballesteros,M,TRACTO REFACCIONES ALLENDE,Motores a Diésel,"$10,001 - 15,000",Octubre 2024 (Mensual)
19,Nuevo León,3193140,José María Parás y Ballesteros,M,RANCHO EL CHAPOTAL,Motores a Diésel,"$8,001 - 10,000",Octubre 2024 (Mensual)
19,Nuevo León,3193140,José María Parás y Ballesteros,F,JRC REFRIGERADOS,Autotransporte,"$10,001 - 15,000",Octubre 2024 (Mensual)
19,Nuevo León,3193140,José María Parás y Ballesteros,F,REFACCIONARIA COALTREA,Contabilidad,"$10,001 - 15,000",Octubre 2024 (Mensual)
19,Nuevo León,3193140,José María Parás y Ballesteros,M,REFACCIONARIA COALTREA,Contabilidad,"$8,001 - 10,000",Octubre 2024 (Mensual)
19,Nuevo León,3193140,José María Parás y Ballesteros,F,FERRETERIA LOPEZ,Contabilidad,"$10,001 - 15,000",Octubre 2024 (Mensual)
19,Nuevo León,3193140,José María Parás y Ballesteros,M,TRANSPORTES TRENULSA,Autotransporte,"$8,001 - 10,000",Octubre 2024 (Mensual)
19,Nuevo León,3193140,José María Parás y Ballesteros,M,INNOVADORA DE ESPACIOS VERDES,Autotransporte,"$8,001 - 10,000",Octubre 2024 (Mensual)
19,Nuevo León,3193140,José María Parás y Ballesteros,F,TRANSPORTADORA DE GRANOS,Autotransporte,"$6,001 - 8,000",Octubre 2024 (Mensual)
19,Nuevo León,3193140,José María Parás y Ballesteros,M,IRON LITE TRAILERS,Motores a Diésel,"$10,001 - 15,000",Octubre 2024 (Mensual)
19,Nuevo León,3193140,José María Parás y Ballesteros,M,FLETES Y ESCAVACIONES LA LOMA,Motores a Diésel,"$8,001 - 10,000",Octubre 2024 (Mensual)
19,Nuevo León,3193140,José María Parás y Ballesteros,F,IRON TRAILERS,Contabilidad,"$10,001 - 15,000",Noviembre 2024 (Mensual)
19,Nuevo León,3193140,José María Parás y Ballesteros,F,PREPARATORIA MILITAR,Contabilidad,"$8,001 - 10,000",Noviembre 2024 (Mensual)
19,Nuevo León,3193140,José María Parás y Ballesteros,M,TRANSPORTES GUZMAN SILVA,Autotransporte,"$10,001 - 15,000",Noviembre 2024 (Mensual)
19,Nuevo León,3193140,José María Parás y Ballesteros,M,CONSTRUCTORA MORALES,Autotransporte,"$10,001 - 15,000",Noviembre 2024 (Mensual)
19,Nuevo León,3193140,José María Parás y Ballesteros,M,SERVICIO ALLENDE,Motores a Diésel,"$10,001 - 15,000",Noviembre 2024 (Mensual)
19,Nuevo León,3193140,José María Parás y Ballesteros,M,CARROCERIAS ALLENDE,Motores a Diésel,"$10,001 - 15,000",Noviembre 2024 (Mensual)
19,Nuevo León,3193140,José María Parás y Ballesteros,M,SERVICIO ALLENDE,Motores a Diésel,"$10,001 - 15,000",Noviembre 2024 (Mensual)
19,Nuevo León,3193140,José María Parás y Ballesteros,F,HORTICOLAS GALA,Contabilidad,"$10,001 - 15,000",Noviembre 2024 (Mensual)
19,Nuevo León,3193140,José María Parás y Ballesteros,F,HORTICOLAS GALA,Contabilidad,"$10,001 - 15,000",Noviembre 2024 (Mensual)
19,Nuevo León,3193140,José María Parás y Ballesteros,F,TANQUE TYTAL,Autotransporte,"$10,001 - 15,000",Noviembre 2024 (Mensual)
19,Nuevo León,3193140,José María Parás y Ballesteros,M,TRANSPORTES MEDINA,Motores a Diésel,"$10,001 - 15,000",Noviembre 2024 (Mensual)
19,Nuevo León,3193140,José María Parás y Ballesteros,M,TALLER AGUILAR,Motores a Diésel,"$8,001 - 10,000",Noviembre 2024 (Mensual)
19,Nuevo León,3193140,José María Parás y Ballesteros,M,JRC REFRIGERADOS,Motores a Diésel,"$10,001 - 15,000",Noviembre 2024 (Mensual)
19,Nuevo León,3190380,Lic. Raúl Rangel Frias,M,HAMMOND POWER SOLUTIONS,Mantenimiento Automotriz,"$4,001 - 6,000",Enero 2024 (Mensual)
19,Nuevo León,3190380,Lic. Raúl Rangel Frias,M,NISSAN,Mantenimiento Automotriz,"$6,001 - 8,000",Enero 2024 (Mensual)
19,Nuevo León,3190380,Lic. Raúl Rangel Frias,M,NEGOCIO PROPIO,Mantenimiento Automotriz,"$6,001 - 8,000",Enero 2024 (Mensual)
19,Nuevo León,3190380,Lic. Raúl Rangel Frias,M,ASIA MOTOR,Mantenimiento Automotriz,"$6,001 - 8,000",Enero 2024 (Mensual)
19,Nuevo León,3190380,Lic. Raúl Rangel Frias,F,KEMET DE MEXICO,Asistente Directivo,"$6,001 - 8,000",Enero 2024 (Mensual)
19,Nuevo León,3190380,Lic. Raúl Rangel Frias,M,GEMAK,Máquinas Herramienta,"$8,001 - 10,000",Enero 2024 (Mensual)
19,Nuevo León,3190380,Lic. Raúl Rangel Frias,M,CUIDADO CON EL PERRO,Máquinas Herramienta,"$8,001 - 10,000",Enero 2024 (Mensual)
19,Nuevo León,3190380,Lic. Raúl Rangel Frias,F,WESTROCK,Mantenimiento de Sistemas Electrónicos,"$6,001 - 8,000",Enero 2024 (Mensual)
19,Nuevo León,3190380,Lic. Raúl Rangel Frias,F,EVCO,Mantenimiento de Sistemas Electrónicos,"$6,001 - 8,000",Enero 2024 (Mensual)
19,Nuevo León,3190380,Lic. Raúl Rangel Frias,F,TAX ASESORES CONTABLES,Asistente Directivo,"$2,001 - 4,000",Enero 2024 (Mensual)
19,Nuevo León,3190380,Lic. Raúl Rangel Frias,M,RUGO,Máquinas Herramienta,"$8,001 - 10,000",Enero 2024 (Mensual)
19,Nuevo León,3190380,Lic. Raúl Rangel Frias,M,CADER,Máquinas Herramienta,"$8,001 - 10,000",Enero 2024 (Mensual)
19,Nuevo León,3190380,Lic. Raúl Rangel Frias,M,CONAR CONVEYOS,Máquinas Herramienta,"$6,001 - 8,000",Enero 2024 (Mensual)
19,Nuevo León,3190380,Lic. Raúl Rangel Frias,M,METROLOGIA,Máquinas Herramienta,"$6,001 - 8,000",Enero 2024 (Mensual)
19,Nuevo León,3190380,Lic. Raúl Rangel Frias,M,TRASNMISIONES,Mantenimiento Automotriz,"$4,001 - 6,000",Enero 2024 (Mensual)
19,Nuevo León,3190380,Lic. Raúl Rangel Frias,F,BODEGA AURRERA,Asistente Directivo,"$6,001 - 8,000",Enero 2024 (Mensual)
19,Nuevo León,3190380,Lic. Raúl Rangel Frias,M,PROLEC,Mantenimiento de Sistemas Electrónicos,"$8,001 - 10,000",Enero 2024 (Mensual)
19,Nuevo León,3190380,Lic. Raúl Rangel Frias,M,MALDONADO,Máquinas Herramienta,"$8,001 - 10,000",Enero 2024 (Mensual)
19,Nuevo León,3190380,Lic. Raúl Rangel Frias,M,DENSO,Mantenimiento Automotriz,"$8,001 - 10,000",Enero 2024 (Mensual)
19,Nuevo León,3190380,Lic. Raúl Rangel Frias,F,CORPORATIVO ALDORF,Asistente Directivo,"$6,001 - 8,000",Enero 2024 (Mensual)
19,Nuevo León,3190380,Lic. Raúl Rangel Frias,M,MOLD AND DIE G Y G,Máquinas Herramienta,"$8,001 - 10,000",Enero 2024 (Mensual)
19,Nuevo León,3190380,Lic. Raúl Rangel Frias,M,KTM-CUCHILLAS INDUSTRIALES,Mantenimiento de Sistemas Electrónicos,"$10,001 - 15,000",Enero 2024 (Mensual)
19,Nuevo León,3190380,Lic. Raúl Rangel Frias,M,MOLD AND DIE G Y G,Máquinas Herramienta,"$8,001 - 10,000",Enero 2024 (Mensual)
19,Nuevo León,3190380,Lic. Raúl Rangel Frias,M,MEZCLADORAS Y TRAILER DE MEXICO,Máquinas Herramienta,"$8,001 - 10,000",Enero 2024 (Mensual)
19,Nuevo León,3190380,Lic. Raúl Rangel Frias,M,HELADERIA,Máquinas Herramienta,"$4,001 - 6,000",Enero 2024 (Mensual)
19,Nuevo León,3190380,Lic. Raúl Rangel Frias,M,TOYOTA,Mantenimiento Automotriz,"$4,001 - 6,000",Enero 2024 (Mensual)
19,Nuevo León,3190380,Lic. Raúl Rangel Frias,M,MAGNA,Máquinas Herramienta,"$4,001 - 6,000",Enero 2024 (Mensual)
19,Nuevo León,3190380,Lic. Raúl Rangel Frias,M,ACUITY BRANDS,Máquinas Herramienta,"$8,001 - 10,000",Enero 2024 (Mensual)
19,Nuevo León,3190380,Lic. Raúl Rangel Frias,M,HYMSA,Máquinas Herramienta,"$6,001 - 8,000",Enero 2024 (Mensual)
19,Nuevo León,3190380,Lic. Raúl Rangel Frias,M,SLB,Máquinas Herramienta,"$8,001 - 10,000",Enero 2024 (Mensual)
19,Nuevo León,3190380,Lic. Raúl Rangel Frias,F,BARBERIA,Asistente Directivo,"$6,001 - 8,000",Enero 2024 (Mensual)
19,Nuevo León,3190380,Lic. Raúl Rangel Frias,M,DISTRIBUIDORA ARTYPLASTIC,Mantenimiento de Sistemas Electrónicos,"$6,001 - 8,000",Enero 2024 (Mensual)
19,Nuevo León,3190380,Lic. Raúl Rangel Frias,M,TOTALPLAY,Máquinas Herramienta,"$6,001 - 8,000",Enero 2024 (Mensual)
19,Nuevo León,3190380,Lic. Raúl Rangel Frias,M,FLORESCA,Mantenimiento de Sistemas Electrónicos,"$2,001 - 4,000",Enero 2024 (Mensual)
19,Nuevo León,3190380,Lic. Raúl Rangel Frias,F,MAZDA,Mantenimiento Automotriz,"Más de 20,001",Enero 2024 (Mensual)
19,Nuevo León,3190380,Lic. Raúl Rangel Frias,M,RAGASA INDUSTRIAS,Máquinas Herramienta,"$8,001 - 10,000",Enero 2024 (Mensual)
19,Nuevo León,3190380,Lic. Raúl Rangel Frias,M,SARGO TOOLS,Máquinas Herramienta,"$8,001 - 10,000",Enero 2024 (Mensual)
19,Nuevo León,3190380,Lic. Raúl Rangel Frias,F,NEGRETE HUMPHREYS Y ASOCIADOS,Asistente Directivo,"$6,001 - 8,000",Enero 2024 (Mensual)
19,Nuevo León,3190380,Lic. Raúl Rangel Frias,M,PRONTO AUTOSERVICIO,Mantenimiento Automotriz,"$10,001 - 15,000",Enero 2024 (Mensual)
19,Nuevo León,3190380,Lic. Raúl Rangel Frias,M,WENDYS,Máquinas Herramienta,"$4,001 - 6,000",Enero 2024 (Mensual)
19,Nuevo León,3190380,Lic. Raúl Rangel Frias,M,SCHLUMBERGER,Máquinas Herramienta,"$10,001 - 15,000",Enero 2024 (Mensual)
19,Nuevo León,3190380,Lic. Raúl Rangel Frias,F,LITTLE CAESARS,Asistente Directivo,"$4,001 - 6,000",Enero 2024 (Mensual)
19,Nuevo León,3190380,Lic. Raúl Rangel Frias,M,TIM HORTONS,Mantenimiento de Sistemas Electrónicos,"$6,001 - 8,000",Enero 2024 (Mensual)
19,Nuevo León,3190380,Lic. Raúl Rangel Frias,M,KEMET,Máquinas Herramienta,"$6,001 - 8,000",Enero 2024 (Mensual)
19,Nuevo León,3190380,Lic. Raúl Rangel Frias,M,TYT,Mantenimiento de Sistemas Electrónicos,"$4,001 - 6,000",Enero 2024 (Mensual)
19,Nuevo León,3190380,Lic. Raúl Rangel Frias,F,YORZ BARBER,Asistente Directivo,"$6,001 - 8,000",Enero 2024 (Mensual)
19,Nuevo León,3190380,Lic. Raúl Rangel Frias,M,Arrieros,Máquinas Herramienta,"$15,001 - 20,000",Julio 2024 (mensual)
19,Nuevo León,3190380,Lic. Raúl Rangel Frias,M,RGF MANUFACTURING S.A DE C.V,Máquinas Herramienta,"$2,001 - 4,000",Julio 2024 (mensual)
19,Nuevo León,3190380,Lic. Raúl Rangel Frias,F,MATSURI MOTO S.A DE C.V,Asistente Directivo,"$2,001 - 4,000",Julio 2024 (mensual)
19,Nuevo León,3190380,Lic. Raúl Rangel Frias,M,VIZMART,Mantenimiento Automotriz,"$1,000 - 2,000",Julio 2024 (mensual)
19,Nuevo León,3190380,Lic. Raúl Rangel Frias,M,RECTIFICADORA DE MOTORES LOS REYES,Máquinas Herramienta,"$6,001 - 8,000",Julio 2024 (mensual)
19,Nuevo León,3190380,Lic. Raúl Rangel Frias,M,MAQUINADOS INDUSTRIALES GR,Máquinas Herramienta,"$4,001 - 6,000",Julio 2024 (mensual)
19,Nuevo León,3190380,Lic. Raúl Rangel Frias,M,Frutería Roja,Mantenimiento Automotriz,"$8,001 - 10,000",Julio 2024 (mensual)
19,Nuevo León,3190380,Lic. Raúl Rangel Frias,M,RAGA,Mantenimiento Automotriz,"$4,001 - 6,000",Julio 2024 (mensual)
19,Nuevo León,3190380,Lic. Raúl Rangel Frias,M,PORTONES Y PROTECTORES DEL NORESTE,Máquinas Herramienta,"$2,001 - 4,000",Julio 2024 (mensual)
19,Nuevo León,3190380,Lic. Raúl Rangel Frias,M,Audi cumbres,Mantenimiento Automotriz,"$2,001 - 4,000",Julio 2024 (mensual)
19,Nuevo León,3190380,Lic. Raúl Rangel Frias,M,EL ASTURIANO,Mantenimiento de Sistemas Electrónicos,"$4,001 - 6,000",Julio 2024 (mensual)
19,Nuevo León,3190380,Lic. Raúl Rangel Frias,M,plaza eventos,Mantenimiento de Sistemas Electrónicos,"$6,001 - 8,000",Julio 2024 (mensual)
19,Nuevo León,3190380,Lic. Raúl Rangel Frias,M,ELECTROMOTORES Y BOMBAS INDUSTRIALES S.A DE C.V,Máquinas Herramienta,"$2,001 - 4,000",Julio 2024 (mensual)
19,Nuevo León,3190380,Lic. Raúl Rangel Frias,M,ELECTROMOTORES Y BOMBAS INDUSTRIALES S.A DE C.V,Máquinas Herramienta,"$6,001 - 8,000",Julio 2024 (mensual)
19,Nuevo León,3190380,Lic. Raúl Rangel Frias,M,Honda TEC PONIENTE,Mantenimiento Automotriz,"$4,001 - 6,000",Julio 2024 (mensual)
19,Nuevo León,3190380,Lic. Raúl Rangel Frias,M,Vizmart,Mantenimiento Automotriz,"$2,001 - 4,000",Julio 2024 (mensual)
19,Nuevo León,3190380,Lic. Raúl Rangel Frias,F,SCHLUMBERGER,Máquinas Herramienta,"$6,001 - 8,000",Julio 2024 (mensual)
19,Nuevo León,3190380,Lic. Raúl Rangel Frias,M,MDY,Mantenimiento de Sistemas Electrónicos,"$4,001 - 6,000",Julio 2024 (mensual)
19,Nuevo León,3190380,Lic. Raúl Rangel Frias,M,LICAMEX,Máquinas Herramienta,"$4,001 - 6,000",Julio 2024 (mensual)
19,Nuevo León,3190380,Lic. Raúl Rangel Frias,F,Coll center MDY,Asistente Directivo,"$1,000 - 2,000",Julio 2024 (mensual)
19,Nuevo León,3190380,Lic. Raúl Rangel Frias,M,RETIREY,Asistente Directivo,"$2,001 - 4,000",Julio 2024 (mensual)
19,Nuevo León,3190380,Lic. Raúl Rangel Frias,M,BYDSA,Mantenimiento de Sistemas Electrónicos,"$2,001 - 4,000",Julio 2024 (mensual)
19,Nuevo León,3190380,Lic. Raúl Rangel Frias,M,RECTIFICADORA DE MOTORES LOS REYES,Máquinas Herramienta,"$2,001 - 4,000",Julio 2024 (mensual)
19,Nuevo León,3190380,Lic. Raúl Rangel Frias,M,AUTO CAMIONES FORD UNIVERSIDAD,Mantenimiento Automotriz,"$2,001 - 4,000",Julio 2024 (mensual)
19,Nuevo León,3190380,Lic. Raúl Rangel Frias,M,FIESTA TOMARRETO REVOLUCION,Asistente Directivo,"$2,001 - 4,000",Julio 2024 (mensual)
19,Nuevo León,3190380,Lic. Raúl Rangel Frias,M,HYMSA,Máquinas Herramienta,"$4,001 - 6,000",Julio 2024 (mensual)
19,Nuevo León,3190380,Lic. Raúl Rangel Frias,M,AFINACIONES ECOLÓGICAS DE MONTERREY,Mantenimiento Automotriz,"$2,001 - 4,000",Julio 2024 (mensual)
19,Nuevo León,3190380,Lic. Raúl Rangel Frias,M,Tractorres y Máquinaria Real,Asistente Directivo,"$2,001 - 4,000",Julio 2024 (mensual)
19,Nuevo León,3190380,Lic. Raúl Rangel Frias,M,KARCEMEX,Mantenimiento Automotriz,"$2,001 - 4,000",Julio 2024 (mensual)
19,Nuevo León,3190380,Lic. Raúl Rangel Frias,M,MDY CALL CENTER,Mantenimiento de Sistemas Electrónicos,"$2,001 - 4,000",Julio 2024 (mensual)
19,Nuevo León,3190380,Lic. Raúl Rangel Frias,M,Toyota Cleber,Mantenimiento Automotriz,"$6,001 - 8,000",Julio 2024 (mensual)
19,Nuevo León,3190380,Lic. Raúl Rangel Frias,M,REMMSA,Máquinas Herramienta,"$2,001 - 4,000",Julio 2024 (mensual)
19,Nuevo León,3190380,Lic. Raúl Rangel Frias,M,MAQUINADOS DELJIM,Máquinas Herramienta,"$2,001 - 4,000",Julio 2024 (mensual)
19,Nuevo León,3190380,Lic. Raúl Rangel Frias,F,UNITED AUTO DE MONTERREY (TOYOTA LINDAVISTA),Asistente Directivo,"$6,001 - 8,000",Julio 2024 (mensual)
19,Nuevo León,3190380,Lic. Raúl Rangel Frias,M,METROLOGÍA MONTERREY,Asistente Directivo,"$8,001 - 10,000",Julio 2024 (mensual)
19,Nuevo León,3190380,Lic. Raúl Rangel Frias,M,CAZTEC CNC,Máquinas Herramienta,"$2,001 - 4,000",Julio 2024 (mensual)
19,Nuevo León,3190380,Lic. Raúl Rangel Frias,M,Taller Juárez,Mantenimiento Automotriz,"$6,001 - 8,000",Julio 2024 (mensual)
19,Nuevo León,3190380,Lic. Raúl Rangel Frias,F,MDY,Mantenimiento de Sistemas Electrónicos,"$2,001 - 4,000",Julio 2024 (mensual)
19,Nuevo León,3190380,Lic. Raúl Rangel Frias,M,Audi center san Pedro,Mantenimiento Automotriz,"$4,001 - 6,000",Julio 2024 (mensual)
19,Nuevo León,3190380,Lic. Raúl Rangel Frias,M,GRUPO SYM DEL NORTE,Máquinas Herramienta,"$2,001 - 4,000",Julio 2024 (mensual)
19,Nuevo León,3190380,Lic. Raúl Rangel Frias,M,FAMESA,Máquinas Herramienta,"$4,001 - 6,000",Julio 2024 (mensual)
19,Nuevo León,3190380,Lic. Raúl Rangel Frias,F,AUTOMOTRIZ MAVER,Asistente Directivo,"$2,001 - 4,000",Julio 2024 (mensual)
19,Nuevo León,3190380,Lic. Raúl Rangel Frias,F,Audi Center Calzada Del Valle,Asistente Directivo,"$6,001 - 8,000",Julio 2024 (mensual)
19,Nuevo León,3190380,Lic. Raúl Rangel Frias,M,INCREDIBLE PIZZA,Mantenimiento de Sistemas Electrónicos,"$2,001 - 4,000",Julio 2024 (mensual)
19,Nuevo León,3190380,Lic. Raúl Rangel Frias,F,ONEAL MANUFACTURING SERVICES,Máquinas Herramienta,"$4,001 - 6,000",Julio 2024 (mensual)
19,Nuevo León,3190380,Lic. Raúl Rangel Frias,M,INDUSTRIAS LOWE,Máquinas Herramienta,"$2,001 - 4,000",Julio 2024 (mensual)
19,Nuevo León,3190380,Lic. Raúl Rangel Frias,M,MOLD AND DIE G&G,Máquinas Herramienta,"$1,000 - 2,000",Julio 2024 (mensual)
19,Nuevo León,3190380,Lic. Raúl Rangel Frias,M,Vulka 24 horas,Asistente Directivo,"$1,000 - 2,000",Julio 2024 (mensual)
