sofifa_id,player_url,short_name,long_name,age,dob,height_cm,weight_kg,nationality,club_name,league_name,league_rank,overall,potential,value_eur,wage_eur,player_positions,preferred_foot,international_reputation,weak_foot,skill_moves,work_rate,body_type,real_face,release_clause_eur,player_tags,team_position,team_jersey_number,loaned_from,joined,contract_valid_until,nation_position,nation_jersey_number,pace,shooting,passing,dribbling,defending,physic,gk_diving,gk_handling,gk_kicking,gk_reflexes,gk_speed,gk_positioning,player_traits,attacking_crossing,attacking_finishing,attacking_heading_accuracy,attacking_short_passing,attacking_volleys,skill_dribbling,skill_curve,skill_fk_accuracy,skill_long_passing,skill_ball_control,movement_acceleration,movement_sprint_speed,movement_agility,movement_reactions,movement_balance,power_shot_power,power_jumping,power_stamina,power_strength,power_long_shots,mentality_aggression,mentality_interceptions,mentality_positioning,mentality_vision,mentality_penalties,mentality_composure,defending_marking,defending_standing_tackle,defending_sliding_tackle,goalkeeping_diving,goalkeeping_handling,goalkeeping_kicking,goalkeeping_positioning,goalkeeping_reflexes,ls,st,rs,lw,lf,cf,rf,rw,lam,cam,ram,lm,lcm,cm,rcm,rm,lwb,ldm,cdm,rdm,rwb,lb,lcb,cb,rcb,rb
233772,https://sofifa.com/player/233772/dong-su-lee/210002,Lee Dong Su,이동수 李东洙,26,1994-06-03,185,72,Korea Republic,Sangju Sangmu FC,Korean K League Classic,1,62,63,350000,950,"CM, CDM, LB",Right,1,4,2,Medium/Medium,Lean,No,464000,,SUB,23,,2017-01-06,2023,,,56,45,56,61,60,66,,,,,,,,36,32,52,65,33,60,51,30,63,64,57,55,58,62,60,61,65,70,66,60,62,60,55,65,37,60,,62,55,14,11,14,13,8,54+2,54+2,54+2,55+0,57+0,57+0,57+0,55+0,60+2,60+2,60+2,57+2,62+1,62+1,62+1,57+2,59+2,63+0,63+0,63+0,59+2,58+2,61+2,61+2,61+2,58+2
236241,https://sofifa.com/player/236241/guillermo-viscarra/210002,G. Viscarra,Guillermo Viscarra Bruckner,27,1993-02-07,190,80,Bolivia,Club Bolívar,Liga de Fútbol Profesional Boliviano,1,62,63,250000,500,GK,Right,1,3,1,Medium/Medium,Normal,No,556000,,RES,13,,2019-01-01,2023,,,,,,,,,64,59,57,62,27,66,,11,5,10,24,9,8,13,13,21,14,21,31,23,51,27,43,66,28,51,6,10,7,7,24,17,41,,12,10,64,59,57,66,62,20+2,20+2,20+2,17+0,19+0,19+0,19+0,17+0,18+2,18+2,18+2,19+2,20+2,20+2,20+2,19+2,19+2,20+2,20+2,20+2,19+2,19+2,20+2,20+2,20+2,19+2
241653,https://sofifa.com/player/241653/erik-figueroa/210002,E. Figueroa,Erik Figueroa,29,1991-01-04,184,79,Sweden,Helsingborgs IF,Swedish Allsvenskan,1,62,63,275000,750,CB,Left,1,3,2,Medium/Medium,Normal,No,364000,,SUB,16,,2020-01-20,2020,,,65,56,61,60,60,65,,,,,,,,63,50,58,61,47,60,61,58,60,62,66,64,59,57,59,64,78,63,65,66,62,61,58,60,47,59,,61,64,8,13,7,8,9,59+2,59+2,59+2,60+0,60+0,60+0,60+0,60+0,60+2,60+2,60+2,61+2,60+2,60+2,60+2,61+2,62+1,61+2,61+2,61+2,62+1,62+1,62+1,62+1,62+1,62+1
248485,https://sofifa.com/player/248485/hoon-sung-jung/210002,Jung Hoon Sung,정훈성 Hoon Sung Jung,26,1994-02-22,172,70,Korea Republic,Ulsan Hyundai FC,Korean K League Classic,1,62,63,350000,2000,RM,Right,1,3,3,Medium/Medium,Normal,No,481000,,RES,30,,2020-01-07,2024,,,70,47,57,65,27,41,,,,,,,,61,49,37,61,44,65,38,35,54,65,69,70,58,65,86,52,46,44,42,34,34,19,59,60,46,49,,25,31,8,10,7,14,8,55+2,55+2,55+2,61+0,60+0,60+0,60+0,61+0,60+2,60+2,60+2,61+2,55+2,55+2,55+2,61+2,47+2,43+2,43+2,43+2,47+2,44+2,36+2,36+2,36+2,44+2
251032,https://sofifa.com/player/251032/nassim-ouammou/210002,N. Ouammou,Nassim Ouammou,27,1993-04-27,181,73,France,Rodez Aveyron Football,French Ligue 2,2,62,63,300000,1000,"LWB, CM",Left,1,2,3,Medium/Medium,Lean,No,548000,,SUB,7,,2019-06-12,2021,,,69,51,62,68,50,52,,,,,,,Technical Dribbler (AI),65,49,39,65,39,69,62,40,60,67,70,68,71,55,66,62,34,68,48,42,48,49,59,59,58,60,,54,50,8,5,7,14,11,56+2,56+2,56+2,63+0,61+0,61+0,61+0,63+0,62+1,62+1,62+1,64+,61+2,61+2,61+2,64+,60+2,57+2,57+2,57+2,60+2,58+2,51+2,51+2,51+2,58+2
253362,https://sofifa.com/player/253362/bryan-ona/210002,B. Oña,Bryan Gabriel Oña Simbaña,26,1993-12-12,177,68,Ecuador,Universidad Católica del Ecuador,Ecuadorian Serie A,1,62,63,350000,500,RW,Right,1,3,4,Medium/Low,Normal,No,779000,,SUB,13,,2019-02-01,2024,,,63,59,58,61,28,60,,,,,,,,61,62,38,60,52,64,61,48,49,55,65,61,66,71,50,44,54,76,59,67,42,20,67,58,56,49,,22,20,7,7,13,9,12,58+2,58+2,58+2,62+0,61+0,61+0,61+0,62+0,61+2,61+2,61+2,62+1,57+2,57+2,57+2,62+1,49+2,45+2,45+2,45+2,49+2,45+2,38+2,38+2,38+2,45+2
255138,https://sofifa.com/player/255138/vlad-morar/210002,V. Morar,Vlad Călin Morar,26,1993-08-01,183,78,Romania,UTA Arad,Romanian Liga I,1,62,63,375000,2000,ST,Right,1,3,3,Medium/Low,Lean,No,534000,,SUB,77,,2020-08-10,2022,,,70,63,37,62,23,60,,,,,,,,32,61,62,38,54,64,45,35,25,61,69,70,64,53,62,67,63,67,60,60,48,17,68,48,71,58,,19,24,11,13,14,9,7,62+1,62+1,62+1,57+0,60+0,60+0,60+0,57+0,55+2,55+2,55+2,55+2,47+2,47+2,47+2,55+2,40+2,36+2,36+2,36+2,40+2,39+2,36+2,36+2,36+2,39+2
255267,https://sofifa.com/player/255267/jorge-cuellar/210002,J. Cuellar,Jorge Ignacio Cuéllar Rojas,29,1991-04-29,185,82,Bolivia,Nacional Potosí,Liga de Fútbol Profesional Boliviano,1,62,63,275000,500,CB,Right,1,3,2,Medium/Medium,Normal,No,612000,,SUB,3,,2020-01-09,2024,,,56,28,45,47,61,66,,,,,,,,37,25,57,63,19,31,40,26,35,67,51,60,53,62,52,35,64,63,72,30,56,58,23,33,38,44,,66,61,10,14,8,6,10,44+2,44+2,44+2,44+0,44+0,44+0,44+0,44+0,45+2,45+2,45+2,46+2,49+2,49+2,49+2,46+2,57+2,59+2,59+2,59+2,57+2,59+2,62+1,62+1,62+1,59+2
257414,https://sofifa.com/player/257414/pape-ibnou-ba/210002,P. Ba,Pape Ibnou Bâ,27,1993-01-05,174,68,Senegal,Chamois Niortais Football Club,French Ligue 2,2,62,63,350000,2000,ST,Right,1,3,2,High/Low,Stocky,No,639000,,SUB,11,,2020-07-01,2022,,,71,67,45,54,23,60,,,,,,,,47,71,65,45,55,53,49,46,36,49,69,72,63,57,77,68,67,63,68,59,33,15,62,50,68,57,,20,19,13,5,8,10,9,62+1,62+1,62+1,57+0,58+0,58+0,58+0,57+0,54+2,54+2,54+2,55+2,47+2,47+2,47+2,55+2,41+2,36+2,36+2,36+2,41+2,40+2,36+2,36+2,36+2,40+2
257423,https://sofifa.com/player/257423/armando-escobar/210002,A. Escobar,Armando Escobar Díaz,26,1993-08-27,172,69,Mexico,Club Atlas,Mexican Liga MX,1,62,63,300000,2000,LB,Left,1,2,2,High/Medium,Lean,No,533000,,SUB,22,,2020-07-01,2024,,,64,33,52,51,63,54,,,,,,,,50,28,56,60,29,50,30,31,60,50,66,63,50,51,73,50,70,65,50,23,46,60,40,45,40,46,,70,65,15,10,12,11,7,46+2,46+2,46+2,48+0,47+0,47+0,47+0,48+0,49+2,49+2,49+2,52+2,53+2,53+2,53+2,52+2,59+2,58+2,58+2,58+2,59+2,60+2,59+2,59+2,59+2,60+2
257646,https://sofifa.com/player/257646/jakub-kielb/210002,J. Kiełb,Jakub Kiełb,26,1993-07-15,176,73,Poland,Warta Poznań,Polish T-Mobile Ekstraklasa,1,62,63,300000,900,LB,Left,1,3,2,High/Medium,Lean,No,428000,,LB,3,,2016-07-29,2022,,,67,42,54,56,55,60,,,,,,,Early Crosser,61,31,45,59,29,57,58,64,45,49,68,67,56,63,72,56,66,72,59,52,48,58,51,42,42,48,,57,59,15,7,9,9,9,50+2,50+2,50+2,54+0,52+0,52+0,52+0,54+0,52+2,52+2,52+2,55+2,53+2,53+2,53+2,55+2,60+2,56+2,56+2,56+2,60+2,60+2,56+2,56+2,56+2,60+2
52679,https://sofifa.com/player/52679/joe-murphy/210002,J. Murphy,Joe Murphy,38,1981-08-21,188,88,Republic of Ireland,Tranmere Rovers,English League Two,4,62,62,30000,1000,GK,Left,1,3,1,Medium/Medium,Normal,No,53000,,SUB,13,,2020-08-22,2021,,,,,,,,,59,62,60,60,37,62,Injury Prone,11,14,13,33,13,11,18,11,35,33,34,39,38,59,44,45,51,32,55,18,31,15,7,46,16,58,,18,14,59,62,60,62,60,27+2,27+2,27+2,26+0,28+0,28+0,28+0,26+0,30+2,30+2,30+2,27+2,31+2,31+2,31+2,27+2,26+2,30+2,30+2,30+2,26+2,25+2,27+2,27+2,27+2,25+2
120243,https://sofifa.com/player/120243/pier-graziano-gori/210002,P. Gori,Pier Graziano Gori,40,1980-05-10,189,83,Italy,Benevento,Italian Serie A,1,62,62,30000,1000,GK,Right,1,1,1,Medium/Medium,Normal,No,54000,,RES,22,,2018-07-10,2021,,,,,,,,,56,58,64,59,35,67,,12,19,14,36,16,16,10,19,28,24,35,35,52,67,31,48,51,41,54,17,44,26,16,43,17,47,,15,9,56,58,64,67,59,29+2,29+2,29+2,28+0,30+0,30+0,30+0,28+0,31+2,31+2,31+2,29+2,32+2,32+2,32+2,29+2,27+2,30+2,30+2,30+2,27+2,26+2,27+2,27+2,27+2,26+2
144024,https://sofifa.com/player/144024/david-zibung/210002,D. Zibung,David Zibung,36,1984-01-10,187,85,Switzerland,FC Luzern,Swiss Super League,1,62,62,50000,1000,GK,Right,1,2,1,Medium/Medium,Stocky,No,73000,,SUB,1,,2003-07-01,2021,,,,,,,,,64,60,52,64,29,61,"Leadership, Team Player, Rushes Out Of Goal, Cautious With Crosses",14,9,11,37,9,14,13,13,35,26,27,30,57,59,45,39,56,27,57,16,31,14,14,51,26,56,,11,19,64,60,52,61,64,25+2,25+2,25+2,26+0,27+0,27+0,27+0,26+0,31+2,31+2,31+2,27+2,31+2,31+2,31+2,27+2,24+2,28+2,28+2,28+2,24+2,23+2,24+2,24+2,24+2,23+2
150995,https://sofifa.com/player/150995/boris-rotenberg/210002,B. Rotenberg,Boris Rotenberg,34,1986-05-19,188,84,Finland,Lokomotiv Moscow,Russian Premier League,1,62,62,110000,500,"RB, RWB",Right,1,1,2,Low/Medium,Normal,No,242000,,RES,28,,2016-09-01,2021,,,68,38,52,50,63,62,,,,,,,,60,30,62,54,36,47,27,48,50,49,67,68,60,56,53,58,54,46,74,35,55,63,34,51,40,53,,63,62,10,13,8,11,9,49+2,49+2,49+2,50+0,48+0,48+0,48+0,50+0,49+2,49+2,49+2,51+2,50+2,50+2,50+2,51+2,58+2,57+2,57+2,57+2,58+2,60+2,62+0,62+0,62+0,60+2
152505,https://sofifa.com/player/152505/john-white/210002,J. White,John White,33,1986-07-26,185,78,England,Southend United,English League Two,4,62,62,140000,2000,CB,Right,1,3,2,Medium/Medium,Normal,No,245000,,SUB,48,,2013-06-27,2021,,,50,35,51,52,62,70,,,,,,,Long Passer (AI),53,21,63,52,42,50,35,36,51,52,50,50,58,59,60,56,61,66,74,41,65,61,33,56,42,59,,63,62,9,13,14,9,11,46+2,46+2,46+2,47+0,47+0,47+0,47+0,47+0,48+2,48+2,48+2,50+2,52+2,52+2,52+2,50+2,58+2,59+2,59+2,59+2,58+2,58+2,62+0,62+0,62+0,58+2
153062,https://sofifa.com/player/153062/victor-figueroa/210002,V. Figueroa,Víctor Alberto Figueroa,36,1983-09-29,168,63,Argentina,SD Aucas,Ecuadorian Serie A,1,62,62,100000,500,"LM, CAM",Right,1,3,3,High/Medium,Lean,No,215000,,CF,10,,2019-07-03,2024,,,63,61,57,63,49,47,,,,,,,"Flair, Outside Foot Shot",46,59,71,64,49,61,57,59,59,62,65,61,62,70,85,70,62,76,34,69,40,58,59,55,34,60,,49,38,6,16,13,12,16,62+0,62+0,62+0,61+0,62+0,62+0,62+0,61+0,62+0,62+0,62+0,61+1,62+0,62+0,62+0,61+1,57+2,56+2,56+2,56+2,57+2,56+2,51+2,51+2,51+2,56+2
157407,https://sofifa.com/player/157407/brendan-clarke/210002,B. Clarke,Brendan Clarke,34,1985-09-17,185,81,Republic of Ireland,St. Patrick's Athletic,Rep. Ireland Airtricity League,1,62,62,130000,500,GK,Right,1,3,1,Medium/Medium,Normal,No,202000,,GK,26,,2018-07-02,2020,,,,,,,,,62,63,59,61,48,62,Team Player,14,14,13,23,15,14,15,15,22,23,48,48,50,57,55,44,55,30,51,12,43,20,15,57,12,47,,15,15,62,63,59,62,61,27+2,27+2,27+2,27+0,28+0,28+0,28+0,27+0,30+2,30+2,30+2,28+2,28+2,28+2,28+2,28+2,25+2,27+2,27+2,27+2,25+2,25+2,26+2,26+2,26+2,25+2
159578,https://sofifa.com/player/159578/clayton-donaldson/210002,C. Donaldson,Clayton Donaldson,36,1984-02-07,185,81,Jamaica,Bradford City,English League Two,4,62,62,110000,3000,ST,Right,1,3,2,Medium/Medium,Normal,No,193000,,SUB,10,,2019-07-01,2021,,,54,59,50,60,29,75,,,,,,,,43,60,65,54,55,58,44,29,42,61,53,54,61,67,60,61,75,67,79,54,74,27,67,65,64,64,,31,16,14,15,16,10,7,62+0,62+0,62+0,58+0,61+0,61+0,61+0,58+0,59+2,59+2,59+2,57+2,55+2,55+2,55+2,57+2,44+2,46+2,46+2,46+2,44+2,42+2,44+2,44+2,44+2,42+2
162388,https://sofifa.com/player/162388/kazuhiko-chiba/210002,K. Chiba,千葉 和彦,35,1985-06-21,183,77,Japan,Nagoya Grampus,Japanese J. League Division 1,1,62,62,90000,900,CB,Right,1,4,2,Medium/High,Normal,No,113000,,SUB,5,,2019-01-05,2021,,,41,36,50,50,60,66,,,,,,,Dives Into Tackles (AI),41,31,69,63,35,41,39,36,46,59,45,38,65,48,55,42,79,40,77,35,69,58,54,47,37,68,,58,57,6,10,12,9,12,49+2,49+2,49+2,47+0,48+0,48+0,48+0,47+0,50+2,50+2,50+2,47+2,51+2,51+2,51+2,47+2,52+2,57+2,57+2,57+2,52+2,53+2,62+0,62+0,62+0,53+2
163254,https://sofifa.com/player/163254/liam-fontaine/210002,L. Fontaine,Liam Fontaine,34,1986-01-07,188,83,England,Ross County FC,Scottish Premiership,1,62,62,110000,1000,CB,Left,1,2,2,Medium/Medium,Normal,No,193000,,SUB,4,,2018-01-31,2021,,,38,29,50,54,62,67,,,,,,,,43,33,65,54,24,51,40,32,52,52,42,34,67,60,55,28,72,66,68,20,62,62,41,56,20,61,,63,62,7,8,14,10,14,45+2,45+2,45+2,47+0,46+0,46+0,46+0,47+0,49+2,49+2,49+2,49+2,53+2,53+2,53+2,49+2,55+2,59+2,59+2,59+2,55+2,56+2,62+0,62+0,62+0,56+2
163858,https://sofifa.com/player/163858/carl-tremarco/210002,C. Tremarco,Carl Tremarco,34,1985-10-11,180,78,England,Ross County FC,Scottish Premiership,1,62,62,110000,1000,LB,Left,1,3,2,Medium/High,Normal,No,193000,,SUB,3,,2020-07-16,2021,,,60,31,54,56,60,66,,,,,,,,63,24,51,57,26,56,44,28,51,53,58,62,61,57,58,44,76,70,65,33,61,60,44,53,30,59,,62,62,13,6,12,13,6,46+2,46+2,46+2,52+0,49+0,49+0,49+0,52+0,51+2,51+2,51+2,54+2,54+2,54+2,54+2,54+2,61+1,59+2,59+2,59+2,61+1,60+2,60+2,60+2,60+2,60+2
165502,https://sofifa.com/player/165502/josh-lillis/210002,J. Lillis,Josh Lillis,33,1987-06-24,183,79,England,Barrow,English League Two,4,62,62,160000,2000,GK,Right,1,2,1,Medium/Medium,Normal,No,280000,,SUB,12,,2020-09-12,2021,,,,,,,,,63,62,61,63,44,57,"Injury Prone, GK Long Throw, Cautious With Crosses",14,14,15,27,11,15,13,11,29,21,46,42,52,62,57,46,68,40,68,13,39,23,13,24,14,60,,17,17,63,62,61,57,63,28+2,28+2,28+2,25+0,26+0,26+0,26+0,25+0,26+2,26+2,26+2,26+2,26+2,26+2,26+2,26+2,27+2,29+2,29+2,29+2,27+2,27+2,29+2,29+2,29+2,27+2
165787,https://sofifa.com/player/165787/jorge-ortiz/210002,J. Ortiz,Jorge Alberto Ortiz,36,1984-06-20,180,74,Argentina,Patronato,Argentina Primera División,1,62,62,100000,2000,"CM, CDM",Right,1,3,3,Medium/Medium,Lean,No,145000,,SUB,6,,2020-07-23,2021,,,65,57,63,58,59,66,,,,,,,,55,52,49,65,60,55,62,64,63,58,64,65,69,62,63,61,73,69,60,60,73,63,63,66,55,62,,55,51,9,16,6,9,9,58+2,58+2,58+2,60+0,60+0,60+0,60+0,60+0,61+1,61+1,61+1,61+1,62+0,62+0,62+0,61+1,60+2,62+0,62+0,62+0,60+2,60+2,60+2,60+2,60+2,60+2
165880,https://sofifa.com/player/165880/sang-min-yang/210002,Yang Sang Min,양상민 梁相珉,36,1984-02-24,182,78,Korea Republic,Suwon Samsung Bluewings,Korean K League Classic,1,62,62,60000,700,"CB, LB",Left,1,3,2,Medium/High,Normal,No,75000,,SUB,3,,2007-01-01,2025,,,47,52,57,62,62,64,,,,,,,"Leadership, Team Player",62,43,59,55,32,63,60,63,51,60,54,41,60,60,68,70,69,49,70,58,64,62,55,58,51,59,,61,60,14,10,14,16,13,56+2,56+2,56+2,56+0,56+0,56+0,56+0,56+0,56+2,56+2,56+2,56+2,57+2,57+2,57+2,56+2,58+2,59+2,59+2,59+2,58+2,58+2,62+0,62+0,62+0,58+2
169159,https://sofifa.com/player/169159/andreas-lie/210002,A. Lie,Andreas Lie,32,1987-08-31,186,82,Norway,Aalesunds FK,Norwegian Eliteserien,1,62,62,180000,700,GK,Right,1,1,1,Medium/Medium,Normal,No,225000,,GK,1,,2013-01-01,2021,,,,,,,,,63,61,59,63,47,60,Cautious With Crosses,11,11,14,34,13,12,13,15,25,23,50,45,56,59,57,44,62,33,68,13,35,23,13,36,23,42,,12,13,63,61,59,60,63,27+2,27+2,27+2,26+0,27+0,27+0,27+0,26+0,28+2,28+2,28+2,27+2,28+2,28+2,28+2,27+2,27+2,29+2,29+2,29+2,27+2,26+2,29+2,29+2,29+2,26+2
169912,https://sofifa.com/player/169912/byron-moore/210002,B. Moore,Byron Moore,31,1988-08-24,183,72,England,Plymouth Argyle,English League One,3,62,62,275000,3000,"ST, RWB",Right,1,3,2,Medium/High,Lean,No,481000,,SUB,17,,2019-07-23,2021,,,77,61,59,65,52,64,,,,,,,,59,62,57,62,54,63,50,46,55,61,79,75,85,61,81,62,71,81,60,59,52,50,62,61,56,65,,51,49,14,16,13,11,16,62+0,62+0,62+0,64+,63+,63+,63+,64+,63+,63+,63+,64+,61+1,61+1,61+1,64+,60+2,57+2,57+2,57+2,60+2,59+2,55+2,55+2,55+2,59+2
170056,https://sofifa.com/player/170056/joel-grant/210002,J. Grant,Joel Grant,32,1987-08-26,181,70,Jamaica,Swindon Town,English League One,3,62,62,240000,3000,ST,Right,1,3,3,Medium/Medium,Normal,No,420000,,SUB,20,,2020-09-18,2021,,,80,58,59,65,38,59,,,,,,,Technical Dribbler (AI),60,59,53,59,53,63,58,57,57,62,82,79,85,60,65,62,52,55,65,53,49,28,61,61,58,60,,34,27,12,9,12,10,13,62+0,62+0,62+0,64+,62+0,62+0,62+0,64+,62+0,62+0,62+0,63+,57+2,57+2,57+2,63+,51+2,49+2,49+2,49+2,51+2,49+2,46+2,46+2,46+2,49+2
170072,https://sofifa.com/player/170072/theo-robinson/210002,T. Robinson,Theo Robinson,31,1989-01-22,174,64,Jamaica,Port Vale,English League Two,4,62,62,275000,3000,ST,Right,1,2,2,High/High,Normal,No,481000,,SUB,12,,2020-08-24,2022,,,76,61,49,61,38,66,,,,,,,,41,63,52,56,56,60,43,35,40,58,78,74,72,56,66,64,64,70,69,57,53,45,63,56,59,60,,36,30,11,14,13,7,6,62+0,62+0,62+0,60+0,61+0,61+0,61+0,60+0,59+2,59+2,59+2,59+2,54+2,54+2,54+2,59+2,51+2,49+2,49+2,49+2,51+2,49+2,47+2,47+2,47+2,49+2
171923,https://sofifa.com/player/171923/sam-foley/210002,S. Foley,Sam Foley,33,1986-10-17,183,74,Republic of Ireland,St. Mirren,Scottish Premiership,1,62,62,180000,2000,CM,Right,1,3,2,High/High,Lean,No,315000,,CDM,16,,2019-08-02,2021,,,67,57,63,63,60,64,,,,,,,,63,57,54,65,51,62,51,57,61,65,67,67,64,55,70,59,58,69,68,54,51,63,59,64,56,51,,62,58,7,14,12,9,13,60+2,60+2,60+2,62+0,61+0,61+0,61+0,62+0,62+0,62+0,62+0,63+,62+0,62+0,62+0,63+,63+,62+0,62+0,62+0,63+,62+0,60+2,60+2,60+2,62+0
172680,https://sofifa.com/player/172680/stuart-sinclair/210002,S. Sinclair,Stuart Sinclair,32,1987-11-19,170,67,England,Walsall,English League Two,4,62,62,230000,3000,CM,Right,1,3,2,High/High,Normal,No,403000,#Engine,SUB,7,,2019-07-01,2021,,,68,54,59,63,61,76,,,,,,,"Injury Prone, Dives Into Tackles (AI), Team Player",54,52,55,63,47,59,55,46,61,61,68,68,77,62,82,58,76,87,69,55,82,62,57,60,53,63,,62,62,8,6,12,8,11,59+2,59+2,59+2,60+0,60+0,60+0,60+0,60+0,61+1,61+1,61+1,62+0,62+0,62+0,62+0,62+0,64+,65+,65+,65+,64+,64+,64+,64+,64+,64+
172952,https://sofifa.com/player/172952/toumani-diagouraga/210002,T. Diagouraga,Toumani Diagouraga,33,1987-06-09,188,72,France,Morecambe,English League Two,4,62,62,180000,2000,"CM, CDM",Right,1,3,2,Medium/High,Normal,No,315000,,LDM,8,,2020-01-02,2021,,,53,54,60,60,62,72,,,,,,,,52,54,63,63,44,61,57,57,61,64,54,52,48,56,51,56,34,73,79,52,64,68,56,62,53,69,,62,57,10,8,14,7,7,58+2,58+2,58+2,58+0,58+0,58+0,58+0,58+0,59+2,59+2,59+2,59+2,62+0,62+0,62+0,59+2,61+1,64+,64+,64+,61+1,61+1,63+,63+,63+,61+1
173836,https://sofifa.com/player/173836/lewis-alessandra/210002,L. Alessandra,Lewis Alessandra,31,1989-02-08,175,73,England,Carlisle United,English League Two,4,62,62,275000,3000,"ST, CAM, LM",Right,1,3,3,High/Medium,Normal,No,481000,,LS,9,,2020-01-24,2021,,,75,59,56,66,30,64,,,,,,,"Long Throw-in, Finesse Shot",53,59,49,57,58,62,65,58,47,63,79,72,83,66,80,63,73,80,64,55,43,19,64,61,64,57,,30,23,8,11,13,11,6,62+0,62+0,62+0,63+,63+,63+,63+,63+,62+0,62+0,62+0,63+,57+2,57+2,57+2,63+,50+2,46+2,46+2,46+2,50+2,47+2,41+2,41+2,41+2,47+2
175598,https://sofifa.com/player/175598/xuri-zhao/210002,Zhao Xuri,赵旭日,34,1985-12-03,185,84,China PR,Dalian YiFang FC,Chinese Super League,1,62,62,150000,3000,"CM, CDM",Right,1,3,2,Medium/Medium,Stocky,No,233000,,SUB,7,,2019-02-13,2021,,,42,61,61,59,62,72,,,,,,,,54,54,64,64,54,57,50,61,69,62,34,49,58,54,64,79,67,67,74,63,75,63,60,61,58,63,,62,59,12,14,15,16,11,60+2,60+2,60+2,56+0,58+0,58+0,58+0,56+0,59+2,59+2,59+2,57+2,62+0,62+0,62+0,57+2,59+2,64+,64+,64+,59+2,58+2,63+,63+,63+,58+2
176296,https://sofifa.com/player/176296/tae-youn-kim/210002,Kim Tae Youn,김태윤 金泰妍,33,1986-07-25,183,79,Korea Republic,GwangJu FC,Korean K League Classic,1,62,62,140000,1000,CB,Right,1,3,2,Low/High,Normal,No,175000,,RES,4,,2018-01-20,2025,,,56,41,54,52,61,71,,,,,,,,54,44,62,62,34,44,33,48,57,55,55,57,69,61,66,35,64,65,78,38,61,59,56,45,37,63,,64,57,9,11,6,13,10,52+2,52+2,52+2,52+0,51+0,51+0,51+0,52+0,53+2,53+2,53+2,54+2,55+2,55+2,55+2,54+2,59+2,60+2,60+2,60+2,59+2,59+2,62+0,62+0,62+0,59+2
176472,https://sofifa.com/player/176472/nelson-cabrera/210002,N. Cabrera,Nelson David Cabrera Báez,37,1983-04-22,191,84,Bolivia,Always Ready,Liga de Fútbol Profesional Boliviano,1,62,62,60000,500,"CB, RB",Left,1,3,2,Medium/Medium,Lean,No,129000,,LCB,26,,2019-01-01,2023,,,53,38,49,44,61,65,,,,,,,,32,32,65,61,23,37,31,40,49,47,60,47,60,63,35,45,80,50,76,42,52,65,43,54,55,56,,66,61,15,8,15,11,16,48+2,48+2,48+2,46+0,47+0,47+0,47+0,46+0,49+2,49+2,49+2,47+2,52+2,52+2,52+2,47+2,54+2,58+2,58+2,58+2,54+2,56+2,62+0,62+0,62+0,56+2
176592,https://sofifa.com/player/176592/markus-palionis/210002,M. Palionis,Markus Palionis,33,1987-05-12,194,89,Lithuania,SSV Jahn Regensburg,German 2. Bundesliga,2,62,62,140000,2000,CB,Right,1,3,2,Medium/Medium,Normal,No,217000,#Strength,SUB,16,,2014-10-09,2021,,,30,33,45,39,63,68,,,,,,,,40,26,69,50,34,38,30,31,40,41,30,30,31,55,38,44,34,32,90,38,67,53,28,50,30,58,,66,58,7,14,11,13,9,42+2,42+2,42+2,38+0,40+0,40+0,40+0,38+0,41+2,41+2,41+2,39+2,45+2,45+2,45+2,39+2,48+2,54+2,54+2,54+2,48+2,50+2,62+0,62+0,62+0,50+2
177156,https://sofifa.com/player/177156/nicolas-feldhahn/210002,N. Feldhahn,Nicolas Feldhahn,33,1986-08-14,190,85,Germany,Bayern München II,German 3. Bundesliga,3,62,62,140000,2000,CB,Right,1,2,2,Medium/Medium,Normal,No,203000,,LCB,5,,2015-08-26,2021,,,33,35,53,50,61,63,,,,,,,"Leadership, Team Player",46,21,58,64,26,47,36,26,53,59,32,33,31,61,54,58,55,34,78,48,64,60,37,54,29,62,,63,61,11,15,16,8,15,46+2,46+2,46+2,46+0,47+0,47+0,47+0,46+0,50+2,50+2,50+2,47+2,54+2,54+2,54+2,47+2,53+2,59+2,59+2,59+2,53+2,54+2,62+0,62+0,62+0,54+2
177285,https://sofifa.com/player/177285/romain-vincelot/210002,R. Vincelot,Romain Vincelot,34,1985-10-29,177,71,France,Stevenage,English League Two,4,62,62,120000,2000,"CDM, CM, CB",Right,1,3,2,Medium/High,Normal,No,210000,,RCM,4,,2020-07-24,2021,,,46,44,57,55,60,72,,,,,,,"Injury Prone, Power Header",56,42,61,59,44,53,43,45,57,55,51,42,55,63,59,45,75,63,77,44,69,61,49,59,49,65,,60,58,6,12,10,10,15,52+2,52+2,52+2,53+0,52+0,52+0,52+0,53+0,54+2,54+2,54+2,54+2,57+2,57+2,57+2,54+2,58+2,61+1,61+1,61+1,58+2,58+2,62+0,62+0,62+0,58+2
